restaurant_id,review_text
TVqGgXmNH8wPZpHX-GWD4g,"The burgers are so good and they use Halal beef. Great place for a quick bite. Definitely under rated due to unreal expectations. Had a cheeseburger, fries, coke. At first it looked dry, but when I bit into it the flavor was delicious. It's not a fancy place, but it is a step up from the fried chicken joints. I'm such a fatty I almost ordered another burger. Halal = better quality meat. Also the cashier was mysterious and hot and sweet. Heyyyyyy. What drew me into this place besides having a few drinks in me was that it's halal and I equate halal food with freshness, so here goes...

1. Fried Chicken - juicy, moist, crispy skin - what more can you ask for of your fried brethren
2. Biscuits - little grainy but not overly sweet; good for slathering on some honey or dunking in gravy
3. Side of veggies - boiled, overcooked and bland :/

Haven't tried anything else yet on their menu and chances are I won't if I want to stick to not particularly eating fried food but a girl can dream...

""Fried chicken just tend to make you feel better about life."" Crown Friend Chicken is beta and Chubby's is 2.0.  Its just a step above the ghetto fried chicken places that I go to in Brooklyn if not the same thing.  The only difference they have kabab.  Place basically serves frozen food just like any other fast food place except some items are halal.  

Place is definitely over-hyped !

You will get a good meal don't get me wrong but its nothing out of the ordinary.  I can make this stuff at home. Having picked up a menu ahead of time, i finally decided to grab some food and check the place out.  From the menu, I knew or should I say, I hoped for food above the regular fast-food chain quality, unfortunately that wasn't the case.  Grabbing food for a few people, I ordered the 5oz burger, 10oz burger chubby burger with cheese (asked for mushroom, jalapeño, fried onion additions), 2 spicy chicken sandwiches, beef cheesesteak, and side orders of corn and onion rings.  
Unfortunately, both chicken sandwiches were not in the order but was charged and yes I should have checked before leaving.  Surprisingly, the 5oz burger was par at best, however the chubby burger (again, minus the additional asked choices) still appeared to be more flavorful and felt worth the paid price.  The cheesesteak on the other hand was decent and something I could recommend for others to try without hesitation.

Yes the venue is Halal and a good option for the strictly halal patrons, but for all others, it is just an option with other locales in the neighborhood. It is a fast food, halal chicken spot. The food is good and fulfilling and the staff is very friendly. I always ask for a double grilled chicken sandwich or a platter for my post-workout meal. The only reason this place is undeserving of the 5th star is not because of the service, food or cleanliness- It is the quality of people that pour into this joint from the next door nightclub/lounge. If you go after 10 PM, you'll see a fair share of drunk, obnoxious, ghetto and trashy folks acting like a bunch of juvenile delinquents. Nonetheless, this is still a fun place to eat. Food was good ordered the hot wings and fries a burger and chicken and rice plate that comes with a salad.
Loved my wings and fries exactly what I wanted the chicken and rice is like halal style / tasting so ok . And burger was ok. But I'm not a huge burger fan . It did what it needed to do . 3 stars on the food
2. Missing bc inside was like gross and dirty the tables needed to be wiped the floor moped  the chairs wiped it looked sticky and a layer of dirt just a good clean down over all. I didn't want to sit down to eat but I was so hungry couldn't wait . The surroundings was so ew
My chicken was though hot juicy and good flavor . Go if you must in a rush quick fast food bite but not your regular run to stop. I really think this place was a solid two star since ""I've had better"" but I decided to give it a three because it is halal and I think it's good that they are able to give burgers, fries and fried chicken to people with dietary needs.  Everyone deserves to have some fatty food sometimes! I asked the guy working there how long the place has been open and he said two months.  So it is brand new.  Maybe they will get better!

Below are the foods I tried:
-Fried chicken: Nice and crispy but the coating was not enough.  The chicken was also very dry and did not have enough seasoning.
-5 oz cheeseburger: It had american cheese, mayo, ketchup and other standard burger toppings.  The patty itself was bland (like the chicken).  It need much more flavor and it was also very dry.
-Mac&Cheese: Good! But nothing special.
-Mashed Potatoes: A little strange.  They were mashed potato balls swimming in gravy.
-French Fries: Nothing special but fine.

Maybe I'll give them a try again in a few months and see how they are! These guys are a great fast food alternative that's actually halal. The spicy chicken sandwich reminds me of the Wendy's one before I reverted. And sometimes on good days their fries are awesome. But, the service is kinda shoddy. A handful of times they have messed up our orders by either forgetting item orders completely or parts of the meals. The most recent experience tipped me over the edge to actually write this. My wife likes to get their 6 or 10 pc. Chicken meal. This time on a 10 pc. order, there were only 8. It's happened before in the past where 1 or 2 were missing but usually we just brushed it off, but since this is a recurring thing my wife decided to call them out on it. The associate on the phone said they don't count when they pick the chicken. Well, why not? If that's the case they shouldn't have a specific number on the menu. List the menu item by weight or size (ex. s, m, l) if you have an issue with counting how many you put in the box. When the delivery guy came with the apologetic replacement item he asked what had happened. I couldn't fully understand what he was saying but it felt like he got defensive and was insinuating that we were lying, since ""I've been delivering for months now.""? And ""It's been 2 hours since I last came.""? I don't really know what he was talking about because this was at 6:40ish and the orginal order came at 5:35 just before I had to walk our dog. So lesson learned don't order delivery from here often because the likelihood of a screw up is just a little too high. If your a muslim in the neighborhood craving fast food it's an ok place (and only option, sadly) to just pop in."
MQTiDKvuKFobyaHjdbDmnA,"Went here to grab some halal food with my siblings. We went on a friday night and it was completely empty. I ordered a #6 that came with 8 piece BBQ wings, fries and a fountain drink. My sister accidentally ordered the wrong sandwich and after arriving the guy generously offered to remake the order and allowed us to keep the sandwich. service was really fast and the workers are extremely polite. definitely recommend going there for a quick grab . I have tried their plain cheese on several occasions and never been disappointed.
Ventured out to try their veggie one recently.. what a disaster! It was as if they dumped shop rite's produce section on a 14 inch pie...yuck. the pie was super soggy, and wasn't even ready on time! The guy who took my order realized 15 mins later that he hadn't send the slip of paper on to the back.. ugh. Worse: no apology, no recognition of his mistake.
Garlic knots were like doughy asteroids shot up from the caverns of hell. Absolutely no taste of garlic. Just big, hard... balls... *ahem*.
Im happy to say though that the kettle cooked potato chips were fantastic!!
Never going back to panatieri.. I recommend stelton pizzeria, rose's pizza & halal, and target's archer farms pizzas."
tsHdT1GDibhYYA0JA7Z9tg,"i caught wind of this place just becuase i was sorta over Halal combo and rice. Since it was just a few blocks down the street from my hotel, i went on ahead and gave it a go.

The place is pretty new york city no none sense joint. There are shelf tables that go around the whole space. Makes sense, only way to maximize space for dine-in patrons.

Lets do the food i ordered shall we.

Spicy and Sour Spinach Dumpling Soup:     This was definitely some destructive stuff. If i was to go vegan, this would definitely be my go to dish.

Spicy Cumin Lamb:     I was totally not ready for how good this dish is. The noodles, the meat and the broth is just dimentia inducing. Make sure you're an expert chopstick handler because these noodles seem to go on forever and ever and ever. I'd totally order this one again.

Im in love with this spot and I definitely can't wait for my next chance to have another crack at a different menu item. Move over Halal Guys, I think I have a new favorite.

Thank you so much for reading my review. I hope this helps with your decision making experience. Enjoy your awesome yelptastic day!!! Why can't we have excellent Chinese food in San Francisco like this?  If they can franchise the Halal Guys, they can franchise Xi'an Famous Foods, and bring their delectables to San Francisco.

I only had an opportunity to try their oxtail and noodles dish, and I really enjoyed it.  Rather, I really really loved their noodles!  The texture, the thick width, and the taste of the dish overall.  I know there are a plethora of delicious noodle spots all over NYC and Flushing, which I'm sure are even better in quality.  However, for a fast-food like joint in a decent setting, I found it quite pleasing.  

Everyone talks about these dishes as being super spicy and hot, but you can choose from a range of spiciness, from no spice to very spicy.  I chose spicy, which was similar to a medium spicy, and found it came out exactly as I had expected.  

Although $13,00 and some odd change isn't expensive for a meal, especially in the heart of Midtown, the actual serving size was, smaller than you would expect at a traditional sit-down restaurant.  I got two small pieces of oxtails, and though I didn't leave hungry, I definitely could've used some more noodles.  

There are a bunch of locations throughout the NYC area, so I'm not sure if these locations are franchised or branch offshoots, but the seating area in this location seemed cleaner and more inviting than the one I passed and looked into on W. 45th.  

P.S.  Anthony Bourdain helped put these guys on the map. Thank you, Anthony!"
ekkWZSUhRkmQwRdoXso9iA,"Ok 1. Don't know why patty shack has only 3.5 stars. I've been here three times and everything is fantastic! 2. I love that their beef is halal too - you can tell the meat is clean. 3. I've dined in and ordered out via yelp and always had the best service. They are organized, clean, and quick! Great experience and I haven't even stepped into this restaurant yet. I had a few questions regarding the meat in they use and the Owner Adam T. responded very quickly and was very friendly and provided me with the answers I was looking for. I look forward to going to The Patty Shack and trying some Awesome food soon. Thank you Adam for being so helpful!!!

To anyone looking for Halal meat information, Adam was able to let me know that the meat used is supplied from Creekstone Farms and the beef and chicken that are used are Halal Certified!!!!! This is a great burger option for those who only eat halal meat all of their beef is halal. I ordered the Forget About It burger without the bacon, an order of fries, and an Oreo shake. The review of the burger itself is 5/5, it was cooked medium and tasted fresh. I took the order to go, but the inside has plenty of seating space if you want to eat there. There's a few parking spots outside and a couple of parking lots on the side. The fries were about average. The Oreo shake was disappointing. The total for all three items was around $23 which is absurd. The food was good, but it's tough to understand how expensive things in the Bay Area have gotten when only a burger, fries, and a shake is over $20. Overall it was a pleasant experience and the customer service was quick and friendly. The price would be a barrier for me going back. It's Halal and it's the best burger I ever had. The bun, patty , jalapeño, grilled onion ... Amazing!"
k_ps7pFNTE48MIm23vg87w,"This place misrepresents itself claiming it serves halal food. After I asked the server what was Halal on the Menu and what was not, she stated besides pork (meatballs), everything else was Halal. Not only it's an uneducated statement from someone who clearly doesn't know the definition of Halal, it is deceptive. I informed her that just because it's not pork it doesn't become Halal, and requested to see a Halal certificate which should be displayed in any Halal restaurant.

This place deceives Halal eaters by claiming it's a Halal place when it's not. Their claim that anything besides pork is Halal is a misrepresentation and untrue. Places like this should be penalized. Finally a full service halal restaurant inside Roosevelt field mall! It's about damn time! Located on the 2nd floor by the Macy's parking garage.
Hands on service, as all the servers were on point and very helpful.
They have everything from pizza, paninis, wraps, to very delicious main courses consisting of chicken, steak, fish.
The chocolate cake with scoop of ice cream was the highlight at the end of the night though! Very delicious and fresh! Definitely will be back to try out all the other options!"
2OZj0s8obtFvVYoC2_OgTA,"Way better then Halal Guy in NY. Better quality and fast delivery. Unfortunately today is the last day of my business trip. If I come again this area, I will order the food from this place again. Thanks Fresh Halal food and very friendly service reasonable prices.definitely recommend this place. halal chicken... enough said. Will NEVER eat that brutally killed food again i was forced to give a star rating but it deserves NOTHING. Go CHICKEN GALORE in Woodbrige instead. WAY BETTER"
Hjki9whBg22VNnvlnrrElQ,"I give this restaurant no stars their rude the owner himself is a jerk and the food they claim to have halal but the hamburger taste like store bought burgers. I believe they  lied about carrying halal food.i eat halal meat and food products and halal meat has a different taste compared to non-halal meat.i have been ordering from everett pizza place for the last 7 months and every time I have order from them they have messed up my order and when they have a special they lie about it one week I order a special they allowed me to make some changes to it and I've been ordering it like that for 5 months all the sudden they claim to never had they do the special the way I ordered it.they did that with another special again today when I asked to speak to the owner regarding their constant change in their store he  refused to speak and said out loudly she doesn't like the way I do my business she can take her stupid business else where and the cashier hung up the phone.i would never recommend this restaurant to anyone they lie alot and the owner is  a jerk.the food is also over cooked and burned all the time. Everett pizza place in everett, mass,02149. I was first introduced to this place by a friend of mine a few weeks ago for the first time. The food is mediocre  and no different from nick's or Royal in East Boston but I was attracted to this place after my first encounter because they claim to serve halal food. Fast toward to my last order, the delivery driver came unprepared without a pen and asked me to find a pen to sign the receipt. I went on a scavenger hunt for a pen in my house and some how misplaced the receipt during the search. After spending 5-10 minutes looking around everywhere For the receipt, I apologized to the driver and told him I can't find the receipt and even asked if I should call his employer to explain to him about this whole bizarre receipt situation but he replied ""no it's okay"" I called to place an order today and Whomever answered the phone was so rude and said they will not deliver to my number. When I asked why, they said I refused to sign the receipt and gave the driver a hard time. I tried explaining what happened that day but the person on the phone was so rude and unprofessional and kept insisting that all ""their drivers carry a pen!"" I had no reason to not sign a stupid receipt and they didn't have to be so rude and hang up on me over an innocent mistake. I will never order from this place and I'll make sure everyone I know doesn't either!"
cOk43K9MNNwePZo2hjsBxQ,"This is the go to place for fresh bowls of goodness in the area. You are greeted by cool machines which makes these bowls.  Priced reasonable and a big helping as well. I tried the Mediterranean bowl and it was just great! It reminds of the bowls from Halal guys and that's a good thing. How to order food at Spyce like a PRO!

Welcome to the new robotic restaurant, where most things are automated.

1. Line up to order your food at a kiosk. There are paper menus floating around.
2. Pick the kind of bowl you want- regular, vegan etc. My personal favorite is the latin bowl- it doesn't taste like chipotle but its delicious. I also like the chicken and rice bowl, it come with white sauce that tastes like the Halal guy's white sauce.
3. Customize- only ingredients listed in bold can be REMOVED. Remember, if you remove the ingredients, there are no free replacements. You can ADD other toppings but at a cost.
#TIP: If you want to go low carb and remove the grains, the quantity of food will be greatly reduced. And no, you can't make it a salad bowl. You simply get the food minus the grains = less food.
4. Pay for your food. You can use a credit card. You can also pay with cash but you would have to go to a human worker to pay with cash.
5. Get your receipt and wait. You can have the receipt sent to your phone too.
6. Your name will appear on on of the machines. The machine will cook your food. Then a human will add the cold toppings, put a sticker with your name on your bowl and call your name.
7. Collect your bowl and eat!

Other tips:
-You can buy drinks as well.
-There are water cups on top of the soda machine.
-There is limited seating. It gets super crowded during lunch so I would recommend eating elsewhere."
359aBfrDilLaF_gbSdy-wg,"Really delicious food and extremely friendly service! Will definitely come back!
We ordered the thai red curry, cashew fried rice, sweet and sour chicken, thai chicken wings, crab rangoon and chicken wontons and everything was yummy! The best part is everything chicken is Halal! We stopped by here for lunch on a weekday afternoon. The place was fairly clean and nicely decorated. It was also empty, so service was quick. It seemed to be a family owned restaurant and our waitress was very friendly and stopped by often to check on us and refill our water glasses. We received our food within 10-15 minutes of ordering.

This restaurant serves halal chicken. I ordered the Spicy Green Curry w/ chicken which I ordered with white rice. The curry was spicy and flavorful with plenty of chicken pieces instead of being overloaded with vegetables. The chicken pieces also didn't contain any bones. The portions were very filling, although my entire meal amounted to less than $10. Unlike most Asian restaurants, this place did not skimp on the rice! I would definitely recommend this place for someone wanting to try authentic Thai cuisine. Excellent food and the service and friendliness is excellent as well. Fried rice is delicious but do note that the hot is HOT!!! Also the chicken is zabiha/halal which is a huge plus and they're open late This place is a true hidden gem. It's small and very basic to look at but the food packs a punch. The owner is an absolute sweetheart and his wife cooks all the meals. She makes all the sauces from scratch with authentic Thai ingredients. Our favorite was the sap sap wings, what amazing flavor! The green curry was delicious along with the basil chicken and lard nar.
All the chicken is halal which is what drew is to this place. Will definitely go back. In short,  great food and amazing customer service!

I have been here a few times. They serve halal chicken. Food is delicious and authentic. First time tried their most spicy, then had to go with medium level of spiciness. Food is flavorful and the service is amazing. Everytime we go, service is subpar. Last visit it was extremely busy and they were running somewhat behind (no big deal), they served us a complimentary appetizer to accommodate us. It was a unnecessary but much appreciated gesture.  As long as they keep the service and food up, I'll  be going back. Really bad food with no taste. I was highly disappointed at this place. I was really excited to find a halal Thai place in Chicago. This one really disappoints. The fried rice and egg rolls were really greasy. I felt the oil was really old that was used to fry the egg rolls and they were burned in several places. The kung pao chicken just had cabbage in it with very few prices of chicken. It was very watered down also. The only thing editable I got was the cashew fried rice. I felt sick and gross after eating at this place. Very low quality food. I had also gotten the drunken mama noodles and let me tell you they tasted as if the chief was drunk and forgot to put any spices in the food. Needless to say, I'm never coming back to this. I have never given any restaurant such a low review. This place truly deserves a bad review. I felt as if I wasted my money and time. Oh by the way, I just threw the food away. I had to make dinner. Such a horrible experience. Absolutely AMAZING!   If you are a foodie or just looking for a great place to enjoy Thai food, THIS is the place!
Upon entering,  Ziggy, the charming and incredibly  knowledgeable host/waiter, greeted us with a smile.   We instantly felt welcomed.   He explained his Thai background and the history of the restaurant.  
My group and I thought we knew Thai food, but this menu was quite extensive.  Obviously,  he knew what he was talking about when he made recommendations.  We started with Crab Rangoon and the Tom Kha soup.  Now,  I have had both of these items at other places,  but the freshness and the flavors here were off the charts!  There was a little sweetness to the Rangoon and the soup was a great marriage of flavors....lemongrass, creamy coconut milk and lime leaves.  Our generously sized lunch specials were delicious and served with homemade Thai eggrolls.  I ordered the spicy chicken eggroll.  It was filled with a wonderful mixture of chicken and veggies in a thai curry paste. Wow!!! The variety and freshness of the flavors during our meal danced on our tongues and left us wanting more!
So insanely good.....we ate here twice in one day! We stopped for lunch before we met up with friends for an event.   We told them all about the amazing experience we had at the restaurant.   Our event was over 6 hours later and knowing that Spicy Lao Thai is open until midnight,  we all decided to stop in for a snack.   Ziggy was happy to see us again and we were thrilled to be sharing such a great place with others.
Well, our ""snack"" turned into 3 appetizers and 2 entrees.....for 4 people! Of course,  Crab Rangoon was a must have!  We also took Ziggy's recommendation to try Gui Chai - a delicious pan fried dumpling made with rice flour and filled with chives. We also ordered Mee Krob Noodles - light airy noodles with a delicious tamarind sauce.   Ziggy told us when he was a little boy,  he always enjoyed going to the Thai market to get Mee Krob as a special treat.  Comments and personal stories like that made our experience even better.   I cannot stress enough how welcome we felt!
Kaew owns the restaurant with her husband.  She cooks everything and loves working with fresh ingredients!  Did I mention that all their meat is halal?  GREAT quality, but you won't find any pork here!  Now,  I like things spicy and must say that Kaew knows her spices!  Medium spiciness here is like ordering spicy at most other Thai places.   One of the most intriguing parts of the menu was the Northeast Thailand section of the menu.   Filled with wonderful curry dishes, asked for a recommendation.   The Beef Pad Tamin did not disappoint!  Ziggy divested that we order it with medium spiciness and he was right!   Yum!!!
Oh, I could go on forever about our experience.  If you have made it this far in my review...PLEASE go check this place out!  You won't be disappointed!"
DtiZhGl0gRqnCjY9_LSf4g,"I absolutely love this cart! If all my other food options suck, this Halal cart never fails. With options as low as $3, there's something for everyone. I always get the lamb - whether it's in a gyro, over rice, in a salad, or the meat by itself (always with the cucumber yogurt aka white sauce). I've never had their beans - I'm half Spanish so I don't take my beans lightly. I highly suggest a lamb gyro with onions and peppers, lettuce, tomato, white sauce and the green hot sauce. At only $4, this sandwich is beyond delicious and filling. Ask for a couple extra napkins and you'll be set. This is a review of the LARGER of the two halal carts on the NW corner of Broadway & 39th (in front of Chase). I've been a loyal customer for nearly three years now, and back in the day when it was still a small cart, it was the only cart on this corner. Things changed about a year ago when a new halal cart moved in on it's turf, and to be competitive this cart upgraded to the larger, more ""official looking"" cart you see today. When the new cart on the block moved in, it decided to park right next to the big cart and luckily for those of us who work around here, it forced the big cart to up it's game. The quality of their food drastically improved; before it was just your typical street meat, nothing special. Now they have more sauces to choose from and the salad, meat, and rice are much fresher than it used to be.

I usually get the lamb over rice or chicken over rice, and on days where I really can't decide I get half lamb half chicken. The platter comes with your choice of meat over rice, beans, and salad. A couple of times they've thrown in a falafel for free. The regular size is $5 and the small size is $4. I like that their lamb and chicken are in bite-sized pieces, not the ground up stuff that a lot of halal carts have. Since I like spicy, I always ask for extra hot sauce over my food, and they always oblige with no attitude. Very friendly and efficient service!"
cDm5x4hKe-U0eA4TRUIw2w,"This Halal truck spot is GREAT!! i love it. this is a great alternative to paying 10 dollar plus meals in the east midtown area. The line can be a little bit long but worth if if you have time to spare. they have Chicken, gyro salmon (i believe on somedays). sometimes the driver is at another location. you can get a good least expensive lunch in midtown area for under 7 bucks.. cant beat that.. def go check this out! Great Halal chicken and rice here and very friendly service. This place is different from other Halal carts in that they let you add fresh toppings. You get a good variety of extras like peppers, carrots, chickpeas, cheese, etc. all included in the price. Found the chickpea topping to be especially good. The falafel is also really good here and they put can put it in a nice piece of hero bread, too, if you like. I haven't craved halal food in a really long time. This spot is conveniently close to work and I pass by it every day so decided to try it out. It was $6.25 for my chicken over rice with pita bread. It fulfilled my craving and even made me wonder why I haven't had halal in so long when it's so delicious! Came with a salad - tomato, greens, red onions, and corn. I added white sauce too but no hot sauce for me. The two guys were really nice.

Chicken was well seasoned, tender, and just darn delicious! The salad was really good. The white sauce was amazing. I have zero things to complain about!! For me, this is another staple Midtown Lunch destination, albeit, one that I hold close to my heart (pssst! its right outside my office - don't stalk me please). At first glance, this may seem like a typical chicken and rice franchise right? WRONG. This is perhaps the best value you can get from a chicken and rice cart, actually I'm confident you get the most chicken/penny from this particular cart. This cart pretty much answers everyone's question on Rafiqi's: Are they all the same? No, not at all.  

Food: The usual suspects show up at this cart - yellow rice, chicken, lamb, lettuce, tomato, olives, cheese, corn, and peppers. Yes I get everything with white sauce. I know people are hesitant about ingesting raw materials from a food stand, but think about what you're actually eating. You're eating grilled chicken off a grill. How clean is that grill? Do you think my man, Hassam (yes that's the tall dude! ""Want a drink?""), actually scrubs that grill? No offense to him, but for a c&r cart, you need to suspend your belief that the cart would actually pass DOH standards. What you CAN count on is my boy, Hassam, to hook you up! He'll stack the rice with corn and then piece of chicken, marinated in that great halal sauce, then drizzle/deluge (paradox) the whole meal with white sauce. And for this cart, I pass on the hot sauce, which isn't hot at all. So for my white&hot lovers, you really got go to with the chimichurri-esque GREEN sauce, it has a little bit of a kick.

Wait: Get there early. Like every other chicken and rice cart, the line usually forms by 11:59. Sneak in at a little after 11:30 if you can, that's when my man, Hassam, unwrap the chicken and work the magic. It's nice to see the brown halal sauce sizzle on the hot plate or the juice drizzle from the gyro.

Value: Hassam does not skimp on the food - Not All Rafiqi's Are Created Equal. Chicken over rice is now the classic New York street food. Rafiqi's takes that formula and homogenizes an already homogenous product and scatters them all over the city, especially around the working areas. While it proves cheap, it is only middling in quality.

Rafiqi's is everywhere in Midtown, with multiple carts serving their homogenized version of chicken over rice with an oddball blend of toppings from cheese to cilantro, an uninspiring ""unique"" quality. Their food is mediocre even for street cart food standards and lacks the deliciousness that better carts like the famous 53rd and 6th Avenue Halal carts have. Their only upside is downright cheap for the amount of food you get ($5.25 for a rice platter, which is cheap for the area), proximity (for me at least), and quality control. Their homogenous version of chicken over rice ensures that across all their carts, you at least hit a minimum standard of quality unlike the wide inconsistency of other carts across the city.

While it serves mediocre food, if you're looking for some quick, cheap and filling food for the lunch rush, you could definitely do worse than Rafiqis."
oVkUJsafveXsnIBkyleMSw,"So this food truck has been here for some time now. I don't always come here but whenever I do it's almost reuniting with an old friend. These guys are super friendly and jovial, and this is really the only reason they get 4 stars. The food is the same as the average halal food truck, although they will toast your bagels (not all of them do that). When you taste the food here you won't be amazed, but the reason to come back is that you get excellent service with a smile. I guess I prefer giving my money to happy people who actually remember you and your usual order. Joe's Coffee cart is the neighborhood coffee cart by my office in NoMad (hate, hate, hate the term NoMad, sounds so yuppie!). They brew a solid cup of $1.00 coffee and an even better Iced Coffee (for for the $2.00 large, you won't regret it!) that goes nicely with one of their yummy looking morning pastries or a breakfast sandwich.

This cart is still packing a punch with the lunch crowd as they switch on over to halal food and street meat. Unless the grill is off at 1pm as has happened to me on 2 different weekdays now...so perhaps the street meat part has a, not clearly defined, schedule. I dropped a Yelp star off for this. Derp, derp, derp.

All I've ordered from here has been their regular coffee, their iced coffee, 1 egg and cheese sandwich on a roll and a singular roll with butter. All of these things were executed with with grace, finesse and were cheapsies. Thanks Joe!"
m2_ZNFos5ugAwe8ft8eaEw,"Great spot for healthy style Chinese food, love the gizzard, and soup w/ Ginger Rice.  

*Interesting note: The Chicken they use is often Halal, you must ask before dining!* This is excellent, in my opinion some of the simplest and best fast food in the world. A square meal for about $8 in NYC, served at the speed of halal cart, what more can you ask for?

And it's better than halal's salty chicken over salty rice with tons of white sauce and red sauce. Here, the quality of the meat is able to stand out in 3 different ways:

- The meat itself (duh)
- Rice (cooked with chicken broth and suffused with its essence)
- Chicken Soup (further enhanced with a spear of daikon radish)

You get all of these with your meal set and better yet if you eat in you can refill soup as many times as you like.

Sure, I am biased because I am Malaysian Chinese and eat hainanese chicken rice all the time. I am inclined to like this sort of thing. However, I do feel like this Thai version is well done and faithful to what I love, and different in ways that interest me greatly. So it's definitely a 5 star! I get intense cravings for EKMK on a daily basis. Everything here is and so well done. We got a meal set for 2, a Thai Iced Tea, and a Lychee Thai Iced Tea. The soup was a little on the salty side, but we got a free refill. The chicken was sooo good and best part about it was that it's boneless. The rice was fragrant and the drinks were tasty. Their homemade chili sauce is pretty spicy (think Halal Guys), but mixes well with the dark soy sauce. All of this for under $30 is such a steal and to top it all off, the employees are beyond friendly. I ordered their combo for two for takeout. This place seems pretty busy and looks relatively new on Broadway to me. I usually go to Taste Good Malaysian for Hainan chicken but my wife wanted to try Eim Khao for a change. The first major difference was the packaging. Both the Hainan chicken and their chicken broth flavored rice was wrapped in deli paper. When I took everything out of the bag, I asked myself what the hell did I just ordered? Cold cuts or a piece of meat from a butcher shop?

Getting past the strange paper wrap, the experience grew a little weirder. For takeout, I'm simply use to eating the rice out of the container so that I don't have to wash any bowls or plates. Eating the rice out from the deli paper was indeed a struggle. I get the whole environmental factor of not using plastic, but come on now, we're eating rice!! So onto the main event, the Hainan chicken. I'm personally not a big fan of the chicken here. It tasted very mushy to me. The texture wasn't tender at all and the way they chopped the chicken, it looked like something from a halal cart. Their sauce was okay but I prefer the zesty orange sauce from Taste Good Malaysia. On the plus side of their Hainan chicken dish, they serve the chicken heart and gizzards with it. That's a big upside since they're not letting some of the best parts of the chicken goto waste.

Verdict - A simple one and done in terms of their Hainan chicken. Perhaps I will try something else on their menu next time. The chicken was just too bland and boring. Flavorless, no zest, and perhaps even overcooked. It was a disappointing experience however, I will give them another chance in the near future."
